Date;USD_TO_AUD_1M_FWD_PTS;USD_TO_AUD_3M_FWD_PTS;USD_TO_AUD_6M_FWD_PTS;USD_TO_AUD_9M_FWD_PTS;USD_TO_EUR_1M_FWD_PTS;USD_TO_EUR_3M_FWD_PTS;USD_TO_EUR_6M_FWD_PTS;USD_TO_EUR_9M_FWD_PTS;USD_TO_NZD_1M_FWD_PTS;USD_TO_NZD_3M_FWD_PTS;USD_TO_NZD_6M_FWD_PTS;USD_TO_NZD_9M_FWD_PTS;SEK_TO_USD_1M_FWD_PTS;SEK_TO_USD_3M_FWD_PTS;SEK_TO_USD_6M_FWD_PTS;SEK_TO_USD_9M_FWD_PTS;NOK_TO_USD_1M_FWD_PTS;NOK_TO_USD_3M_FWD_PTS;NOK_TO_USD_6M_FWD_PTS;NOK_TO_USD_9M_FWD_PTS;USD_TO_GBP_1M_FWD_PTS;USD_TO_GBP_3M_FWD_PTS;USD_TO_GBP_6M_FWD_PTS;USD_TO_GBP_9M_FWD_PTS;JPY_TO_USD_1M_FWD_PTS;JPY_TO_USD_3M_FWD_PTS;JPY_TO_USD_6M_FWD_PTS;JPY_TO_USD_9M_FWD_PTS;CAD_TO_USD_1M_FWD_PTS;CAD_TO_USD_3M_FWD_PTS;CAD_TO_USD_6M_FWD_PTS;CAD_TO_USD_9M_FWD_PTS;CHF_TO_USD_1M_FWD_PTS;CHF_TO_USD_3M_FWD_PTS;CHF_TO_USD_6M_FWD_PTS;CHF_TO_USD_9M_FWD_PTS
12.12.2003;-26.6;-78.85;-158.6;-235.7;-10.8;;;;-22.15;-66.55;-137.5;-208.0;108.5;;;;89.0;238.0;450.5;657.5;-41.32;-123.15;;;-11.88;-32.64999;;;19.65;53.0;99.9;140.0;-9.8;;;
15.12.2003;-28.57;-79.07;-159.0;-237.5;-11.92;;;;-23.55;-66.65;-137.5;-208.0;119.5;;;;98.0;236.0;443.5;642.5;-44.95;-122.955;;;-13.02;-32.7;;;19.6;53.1;99.0;139.0;-10.75;;;
16.12.2003;-28.02;-79.55;-161.15;-237.0;-11.47;;;;-22.85;-66.8;-139.55;-208.0;116.5;;;;96.0;239.0;448.0;645.0;-43.55;-122.95;;;-12.6;-32.39999;;;20.65;53.5;99.75;140.0;-10.55;;;
17.12.2003;-27.1;-79.3;-158.65;-235.75;-11.1;;;;-22.05;-66.5;-136.55;-206.0;115.5;;;;81.5;209.0;377.5;522.5;-42.2;-123.4;;;-11.23;-31.35001;;;20.05;53.5;100.0;140.0;-10.15;;;
18.12.2003;-27.13;-79.35;-158.55;-234.4;-10.75;;;;-21.9;-66.4;-136.55;-205.5;112.5;;;;81.0;211.0;385.5;537.5;-41.45;-124.0;;;-10.93;-31.45;;;19.65;53.0;99.5;139.0;-9.75;;;
19.12.2003;-27.25;-79.5;-157.9;-232.8;-10.9;;;;-21.85;-66.35;-137.55;-207.01;114.5;;;;80.0;209.0;383.0;542.0;-41.95;-124.35;;;-11.82;-31.75;;;19.05;53.7;100.5;140.0;-9.8;;;
22.12.2003;-27.25;-79.3;-157.4;-232.1;-11.81;;;;-21.85;-66.15;-135.85;-205.0;114.5;;;;76.0;200.0;365.5;512.5;-44.73;-124.68;;;-11.35;-31.64999;;;18.95;53.3;100.0;138.5;-10.35;;;
23.12.2003;-27.05;-79.15;-157.15;-231.7;-11.1;;;;-21.75;-66.0;-135.0;-202.5;115.5;;;;76.0;198.0;355.5;492.5;-42.2;-124.95;;;-11.23;-31.45;;;19.85;53.5;99.0;137.0;-9.5;;;
24.12.2003;-27.15;-79.5;-158.3;-233.0;-11.13;;;;-21.85;-66.5;-136.0;-204.0;115.5;;;;76.0;198.0;355.5;492.5;-42.15;-124.85;;;-11.02;-31.35001;;;18.65;52.5;96.5;136.0;-9.45;;;
25.12.2003;-27.15;-79.5;-158.3;-233.0;-11.1;;;;-21.85;-66.25;-136.0;-204.0;115.5;;;;76.0;198.0;355.5;492.5;-42.15;-124.85;;;-10.98;-31.55;;;18.75;53.0;98.0;136.5;-9.65;;;
26.12.2003;-27.15;-79.7;-158.6;-233.8;-10.95;;;;-21.15;-66.55;-135.55;-205.01;115.5;;;;76.0;198.0;355.5;492.5;-40.65;-125.0;;;-10.1;-30.5;;;18.65;52.8;97.0;136.0;-9.3;;;
29.12.2003;-27.35;-79.9;-158.25;-236.25;-10.85;;;;-22.15;-67.0;-137.5;-207.51;111.5;;;;74.5;194.0;354.0;503.0;-41.05;-125.65;;;-10.18;-30.5;;;18.05;52.2;97.8;135.75;-9.25;;;
30.12.2003;-27.5;-80.4;-159.65;-238.7;-10.85;;;;-24.55;-67.5;-138.05;-208.5;112.5;;;;73.0;195.0;353.5;502.5;-42.23;-126.25;;;-10.27;-30.63;;;17.75;51.0;95.9;133.0;-9.45;;;
31.12.2003;-27.65;-81.1;-161.4;-237.7;-10.81;;;;-24.3;-68.05;-138.5;-208.5;112.5;;;;72.0;195.0;353.5;502.5;-41.95;-126.45;;;-10.27;-30.45;;;18.15;50.2;93.8;131.0;-9.35;;;
01.01.2004;-27.65;-80.85;-160.55;-237.7;-10.82;;;;-25.05;-68.3;-139.25;-210.01;112.5;;;;72.0;195.0;353.5;502.5;-41.95;-126.6;;;-10.25;-30.45;;;18.25;51.0;93.5;129.5;-9.35;;;
02.01.2004;-27.7;-81.8;-163.3;-241.3;-10.87;;;;-24.95;-68.25;-140.0;-211.0;116.5;;;;71.0;186.0;340.0;460.0;-42.05;-126.65;;;-10.27;-30.85001;;;18.05;49.5;92.0;125.5;-9.35;;;
05.01.2004;-29.0;-83.35;-166.75;-247.0;-11.8;;;;-23.65;-70.0;-142.25;-213.5;112.5;;;;74.0;184.0;340.0;455.0;-45.38;-129.0;;;-10.82;-30.39999;;;17.75;48.25;87.4;119.25;-9.7;;;
06.01.2004;-28.2;-87.85;-167.95;-251.0;-11.35;;;;-23.15;-72.5;-141.05;-215.5;113.5;;;;72.5;189.0;317.5;437.0;-44.35;-129.8;;;-10.38;-30.14999;;;18.25;48.5;88.2;122.0;-9.3;;;
07.01.2004;-28.0;-84.7;-167.5;-248.1;-11.05;;;;-23.05;-70.45;-141.0;-212.5;109.5;;;;69.5;188.0;320.5;447.0;-42.73;-135.7;;;-10.02;-30.3;;;18.45;50.0;90.0;124.0;-9.25;;;
08.01.2004;-28.45;-84.95;-169.9;-252.0;-11.2;;;;-23.35;-69.8;-141.25;-212.26;109.5;;;;66.5;190.0;330.5;460.0;-42.93;-131.8;;;-10.02;-30.25;;;17.65;47.7;88.5;123.0;-9.2;;;
09.01.2004;-28.45;-84.65;-169.45;-252.2;-11.3;;;;-23.45;-70.35;-142.0;-212.01;110.5;;;;66.5;185.5;335.0;480.0;-42.85;-130.8;;;-10.98;-29.95;;;17.35;47.25;87.5;122.0;-9.2;;;
12.01.2004;-30.35;-84.35;-168.35;-251.0;-12.35;;;;-25.05;-69.85;-142.0;-213.01;119.5;;;;71.5;178.0;325.5;468.0;-47.55;-131.0;;;-11.05;-29.89999;;;17.55;48.0;89.5;124.0;-10.0;;;
13.01.2004;-29.5;-84.4;-168.25;-252.0;-11.86;;;;-24.15;-69.75;-141.25;-214.01;114.5;;;;69.0;176.0;322.0;460.0;-45.65;-130.55;;;-10.95;-30.14999;;;18.25;47.5;88.3;124.5;-9.9;;;
14.01.2004;-28.7;-84.35;-167.55;-248.6;-11.28;;;;-23.45;-69.75;-141.0;-212.01;112.5;;;;67.5;177.0;324.5;478.0;-44.45;-130.75;;;-11.07;-30.64999;;;17.35;46.5;85.5;122.0;-9.3;;;
15.01.2004;-28.8;-84.35;-166.98;-250.0;-10.93;;;;-24.75;-69.3;-139.25;-208.8;110.5;;;;69.0;181.0;333.5;486.0;-43.23;-130.7;;;-10.43;-30.3;;;16.95;47.1;86.5;122.5;-9.25;;;
16.01.2004;-28.8;-84.15;-166.45;-245.5;-10.88;;;;-24.35;-68.25;-137.0;-206.0;111.0;;;;67.5;183.0;341.0;487.0;-43.01;-129.3;;;-10.27;-30.3;;;16.85;47.3;88.0;121.0;-9.25;;;
19.01.2004;-29.38;-83.35;-165.25;-245.2;-11.53;;;;-24.0;-67.5;-136.5;-203.8;116.5;;;;72.0;188.0;342.5;497.5;-44.15;-128.575;;;-10.65;-30.45;;;17.2;47.2;87.5;122.0;-9.5;;;
20.01.2004;-28.9;-84.9;-168.0;-250.5;-11.3;;;;-23.15;-69.05;-140.0;-214.51;108.5;;;;68.5;185.0;336.5;484.0;-44.73;-130.7;;;-10.77;-30.64999;;;17.45;45.3;83.7;116.0;-9.5;;;
21.01.2004;-29.02;-85.35;-169.35;-253.2;-11.18;;;;-23.3;-68.8;-140.75;-211.51;104.5;;;;69.0;190.0;359.5;521.0;-43.65;-131.7;;;-10.4;-30.55;;;17.05;45.1;81.8;113.5;-9.3;;;
22.01.2004;-28.94;-85.8;-169.65;-251.5;-11.15;;;;-23.1;-70.0;-141.5;-213.5;102.8;;;;69.0;191.0;362.5;557.0;-44.08;-133.28;;;-10.27;-30.3;;;16.85;44.2;79.1;108.75;-9.3;;;
23.01.2004;-28.0;-84.85;-167.35;-248.0;-11.1;;;;-22.55;-69.95;-141.5;-212.0;105.0;;;;64.0;180.0;343.5;510.0;-44.65;-134.95;;;-10.2;-30.3;;;16.95;44.7;80.0;110.5;-9.3;;;
26.01.2004;-27.0;-84.75;-167.75;-248.25;-10.73;;;;-21.7;-69.5;-140.05;-211.01;98.5;;;;63.0;179.0;339.5;502.0;-42.98;-134.9;;;-9.68;-30.10001;;;17.05;44.0;79.5;108.25;-9.05;;;
27.01.2004;-27.23;-86.05;-170.55;-252.8;-10.38;;;;-21.85;-70.2;-141.5;-212.8;96.5;;;;61.0;181.0;337.5;492.0;-41.32;-134.55;;;-9.32;-30.14999;;;15.95;44.3;78.5;106.3;-8.66;;;
28.01.2004;-27.0;-85.35;-169.95;-249.7;-9.88;;;;-23.55;-73.85;-147.75;-221.01;89.5;;;;56.5;175.0;312.5;460.0;-40.23;-134.1;;;-9.13;-30.3;;;16.15;44.25;79.0;106.5;-8.65;;;
29.01.2004;-27.0;-83.95;-166.35;-244.3;-10.2;;;;-22.8;-72.5;-147.25;-219.0;93.5;;;;58.0;172.0;315.5;442.5;-41.75;-135.95;;;-9.32;-31.14999;;;15.55;45.3;81.5;110.0;-8.75;;;
30.01.2004;-27.1;-83.95;-166.55;-245.3;-10.25;;;;-22.95;-72.7;-147.1;-218.0;94.0;;;;57.0;168.0;310.5;443.0;-41.85;-134.8;;;-9.43;-30.8;;;15.95;45.0;80.5;108.5;-8.75;;;
02.02.2004;-26.77;-83.4;-166.0;-244.0;-10.22;;;;-23.05;-72.9;-147.85;-219.75;92.5;;;;60.0;172.0;317.5;455.0;-42.13;-133.25;;;-9.32;-30.3;;;16.15;45.0;81.5;110.5;-8.7;;;
03.02.2004;-28.8;-84.1;-167.4;-246.9;-10.21;;;;-23.35;-74.65;-150.0;-221.5;91.0;;;;60.0;172.0;322.5;467.0;-42.75;-135.45;;;-9.27;-29.45;;;16.15;44.5;81.5;111.0;-8.75;;;
04.02.2004;-28.2;-82.65;-164.95;-244.3;-10.9;;;;-23.15;-74.4;-149.3;-221.8;94.5;;;;64.0;171.0;323.5;471.0;-45.82;-135.3;;;-9.93;-29.39999;;;16.3;45.0;82.7;112.5;-9.3;;;
05.02.2004;-26.57;-83.35;-165.05;-242.0;-10.27;;;;-23.55;-74.9;-151.8;-224.8;88.8;;;;61.0;172.5;321.0;477.0;-43.23;-136.9;;;-9.38;-30.0;;;17.15;44.8;81.5;111.0;-8.75;;;
06.02.2004;-26.63;-83.55;-166.2;-245.0;-10.23;;;;-23.65;-75.35;-152.15;-224.5;88.5;;;;59.0;171.0;319.5;467.5;-43.52;-136.2;;;-9.27;-29.39999;;;16.05;44.5;79.8;108.0;-8.7;;;
09.02.2004;-27.15;-84.85;-169.05;-250.4;-10.3;;;;-24.05;-75.8;-153.8;-228.0;87.5;;;;60.5;172.0;315.5;457.5;-43.85;-136.75;;;-9.32;-29.5;;;15.6;43.0;77.2;105.5;-8.65;;;
10.02.2004;-29.05;-85.0;-169.6;-250.6;-10.38;;;;-25.6;-75.75;-153.05;-227.5;86.5;;;;60.0;144.0;243.5;342.5;-44.13;-137.9;;;-9.93;-29.39999;;;15.65;43.0;77.0;102.5;-8.65;;;
11.02.2004;-27.35;-85.8;-171.6;-253.0;-11.15;;;;-24.25;-75.9;-153.55;-227.25;93.5;;;;61.0;135.0;225.0;300.0;-47.23;-138.65;;;-9.85;-29.3;;;15.2;41.8;75.5;102.5;-9.05;;;
12.02.2004;-27.45;-85.95;-172.7;-254.5;-10.44;;;;-24.05;-75.75;-153.55;-227.5;86.5;;;;55.0;136.0;223.5;307.5;-44.63;-139.6;;;-9.25;-29.14999;;;16.0;41.5;75.0;103.0;-8.3;;;
13.02.2004;-27.4;-86.4;-173.5;-256.5;-10.38;;;;-24.05;-75.55;-153.0;-226.0;86.5;;;;55.0;130.0;222.5;305.0;-44.25;-139.15;;;-9.32;-29.05;;;14.75;41.1;75.0;103.0;-8.4;;;
16.02.2004;-27.63;-86.55;-173.05;-256.4;-10.3;;;;-24.3;-76.5;-154.0;-228.5;87.5;;;;55.0;130.0;217.5;297.5;-44.3;-139.4;;;-9.3;-29.14999;;;14.7;41.0;75.8;104.5;-8.0;;;
17.02.2004;-29.75;-87.45;-176.3;-263.0;-10.35;;;;-26.15;-76.7;-155.5;-232.5;86.5;;;;54.0;131.0;211.5;287.5;-44.93;-140.6;;;-9.38;-29.5;;;14.45;40.4;75.2;103.75;-8.18;;;
18.02.2004;-27.35;-87.15;-173.8;-258.0;-10.98;;;;-24.45;-77.5;-155.25;-229.75;92.5;;;;56.5;129.0;211.5;292.5;-47.48;-140.4;;;-10.07;-29.5;;;14.4;40.9;76.8;106.0;-8.75;;;
19.02.2004;-27.63;-86.65;-175.0;-259.5;-10.24;;;;-24.25;-76.2;-153.75;-228.5;87.5;;;;51.5;124.0;208.5;280.0;-44.77;-142.1;;;-9.43;-30.0;;;15.15;41.0;76.0;106.0;-7.95;;;
20.02.2004;-27.05;-84.65;-170.3;-252.0;-10.27;;;;-23.95;-75.15;-151.25;-223.0;88.5;;;;52.5;126.0;210.5;267.5;-44.45;-139.55;;;-9.57;-30.2;;;14.0;40.88;74.9;101.5;-8.1;;;
23.02.2004;-27.17;-85.05;-171.95;-256.3;-10.25;;;;-23.85;-74.5;-150.5;-223.8;89.5;;;;51.0;126.0;205.5;267.5;-44.55;-139.7;;;-9.48;-30.10001;;;13.9;40.8;74.0;102.5;-8.05;;;
24.02.2004;-31.15;-86.85;-178.2;-262.1;-10.35;;;;-27.35;-78.6;-155.55;-226.75;89.5;;;;48.5;122.0;197.5;264.5;-45.05;-141.4;;;-9.48;-30.0;;;13.85;39.4;73.0;101.5;-8.25;;;
25.02.2004;-29.05;-86.75;-174.1;-257.0;-11.55;;;;-25.6;-76.65;-153.05;-225.0;100.5;;;;54.0;124.0;202.5;272.5;-50.95;-142.65;;;-10.77;-30.5;;;13.65;39.6;72.9;101.25;-9.52;;;
26.02.2004;-28.85;-86.4;-172.6;-253.8;-10.65;;;;-25.5;-76.45;-152.55;-224.0;96.5;;;;49.0;123.0;197.5;262.5;-47.82;-144.1;;;-10.27;-31.05;;;15.25;38.6;72.3;99.5;-9.05;;;
27.02.2004;-28.85;-86.35;-172.3;-253.5;-10.6;;;;-25.6;-76.1;-151.15;-223.0;97.5;;;;46.5;120.0;194.5;252.5;-47.95;-143.45;;;-10.4;-31.10001;;;14.3;38.9;71.4;98.5;-9.05;;;
01.03.2004;-29.55;-85.65;-173.4;-252.5;-11.05;;;;-26.35;-76.65;-154.55;-225.5;103.0;;;;54.0;124.0;203.0;274.0;-47.85;-145.3;;;-10.25;-31.05;;;13.95;39.2;70.5;97.0;-9.0;;;
02.03.2004;-28.25;-86.35;-169.8;-247.25;-10.84;;;;-25.25;-78.6;-152.05;-222.0;101.0;;;;46.0;117.0;198.5;262.5;-49.55;-144.45;;;-10.75;-31.3;;;14.75;39.5;73.5;98.0;-9.65;;;
03.03.2004;-27.45;-83.35;-165.8;-243.3;-10.39;;;;-24.85;-75.25;-148.75;-218.0;99.5;;;;45.5;116.0;199.5;265.5;-47.57;-145.95;;;-10.5;-31.45;;;14.45;41.2;74.6;100.0;-9.25;;;
04.03.2004;-30.95;-82.45;-164.3;-241.0;-10.47;;;;-28.25;-74.95;-148.75;-218.3;101.0;;;;46.0;113.0;195.0;260.0;-47.13;-142.55;;;-10.45;-31.55;;;14.6;41.0;74.5;102.0;-9.4;;;
05.03.2004;-31.55;-83.85;-166.3;-244.5;-12.07;;;;-28.55;-75.45;-150.5;-222.0;109.5;;;;51.0;116.0;205.0;292.0;-53.55;-144.95;;;-10.52;-31.45;;;14.6;39.3;71.5;99.5;-10.55;;;
08.03.2004;-29.68;-83.15;-166.2;-243.8;-11.75;;;;-27.7;-75.2;-152.25;-223.0;105.5;;;;48.0;109.0;190.5;257.5;-52.15;-145.8;;;-11.25;-31.45;;;15.65;39.6;72.5;99.5;-10.2;;;
09.03.2004;-29.24;-86.25;-165.9;-244.2;-11.35;;;;-26.45;-78.05;-153.0;-224.5;102.0;;;;44.0;105.0;181.5;254.5;-49.75;-143.0;;;-10.93;-31.45;;;14.85;39.2;71.2;99.0;-9.85;;;
10.03.2004;-27.45;-82.6;-163.1;-239.5;-11.05;;;;-23.7;-72.35;-144.05;-212.0;99.5;;;;40.0;102.0;162.5;215.5;-47.38;-144.7;;;-10.57;-32.05;;;14.35;40.0;71.5;98.0;-9.55;;;
11.03.2004;-27.32;-81.25;-160.0;-234.2;-10.61;;;;-24.05;-71.15;-141.25;-209.0;93.5;;;;46.0;125.0;220.5;307.5;-46.15;-141.9;;;-10.55;-31.25;;;14.15;38.2;70.0;97.0;-9.2;;;
12.03.2004;-26.9;-79.8;-156.75;-230.0;-10.59;;;;-23.75;-70.15;-139.25;-203.5;94.5;;;;46.5;123.5;222.0;317.5;-45.63;-140.5;;;-10.55;-31.39999;;;14.1;37.5;67.5;92.5;-9.1;;;
15.03.2004;-28.15;-80.95;-160.6;-233.7;-11.35;;;;-24.5;-70.75;-140.75;-205.5;98.5;;;;48.0;120.0;215.5;301.0;-49.15;-141.25;;;-11.25;-31.25;;;14.0;36.8;66.8;90.75;-9.5;;;
16.03.2004;-27.33;-83.0;-159.95;-233.2;-10.95;;;;-23.95;-72.75;-142.05;-207.5;95.0;;;;49.5;126.5;225.0;322.5;-47.93;-142.2;;;-10.75;-30.75;;;15.05;36.5;66.4;91.5;-9.35;;;
17.03.2004;-27.35;-81.0;-159.0;-232.0;-10.52;;;;-23.95;-71.25;-141.55;-208.0;92.0;;;;48.5;130.5;230.0;337.5;-46.15;-145.4;;;-10.3;-31.39999;;;14.55;36.5;66.5;91.0;-9.25;;;
18.03.2004;-27.7;-82.4;-161.7;-237.1;-10.55;;;;-24.2;-71.5;-142.0;-208.5;90.5;;;;49.0;128.0;235.5;342.5;-47.45;-144.9;;;-10.18;-30.35001;;;14.1;37.1;66.3;90.5;-9.15;;;
19.03.2004;-27.6;-82.15;-161.25;-235.5;-10.62;;;;-23.95;-71.95;-143.25;-210.0;89.5;;;;48.5;127.5;229.0;337.5;-47.35;-145.0;;;-10.15;-30.35001;;;13.6;36.0;65.8;90.0;-9.25;;;
22.03.2004;-29.65;-82.6;-163.6;-239.5;-11.19;;;;-25.1;-72.7;-145.05;-214.5;91.5;;;;50.5;125.5;227.0;327.5;-51.15;-146.65;;;-10.85;-30.25;;;13.55;35.4;63.8;88.5;-9.75;;;
23.03.2004;-28.63;-84.3;-163.35;-239.5;-10.88;;;;-24.35;-72.3;-144.8;-213.8;89.5;;;;48.5;119.0;223.5;326.0;-49.9;-147.9;;;-10.42;-30.05;;;14.3;35.8;64.3;88.0;-9.35;;;
24.03.2004;-27.45;-81.45;-159.6;-233.25;-10.37;;;;-24.0;-71.65;-142.15;-209.5;82.0;;;;47.5;122.0;220.5;318.0;-48.32;-150.15;;;-10.12;-30.5;;;13.65;35.2;64.2;89.5;-9.05;;;
25.03.2004;-27.25;-80.75;-159.0;-232.3;-10.13;;;;-23.15;-71.0;-140.5;-205.5;79.5;;;;46.0;125.0;225.0;305.0;-48.13;-146.3;;;-10.3;-29.85001;;;13.15;35.5;62.9;87.5;-9.15;;;
26.03.2004;-27.55;-81.45;-160.9;-235.0;-10.0;;;;-23.25;-70.25;-138.55;-206.0;78.5;;;;46.0;122.0;217.0;304.0;-48.18;-146.8;;;-10.18;-29.75;;;13.0;35.0;64.5;88.75;-9.3;;;
29.03.2004;-28.5;-81.4;-160.7;-238.2;-9.9;;;;-25.6;-70.6;-140.55;-209.01;76.5;;;;45.0;126.0;230.5;327.5;-46.35;-145.75;;;-9.75;-29.35001;;;12.85;34.8;64.0;88.5;-9.05;;;
30.03.2004;-27.95;-82.15;-164.8;-239.3;-10.32;;;;-24.1;-71.4;-143.05;-211.25;80.5;;;;47.0;126.0;230.5;337.5;-51.02;-146.5;;;-11.15;-29.35001;;;12.25;34.0;63.4;87.0;-9.75;;;
31.03.2004;-27.4;-84.15;-165.65;-241.6;-10.16;;;;-23.65;-72.9;-143.55;-211.5;73.5;;;;47.0;125.0;227.0;320.0;-49.32;-146.9;;;-10.77;-29.10001;;;12.75;33.5;60.5;85.0;-9.3;;;
01.04.2004;-27.3;-84.0;-164.7;-239.8;-10.3;;;;-23.75;-72.5;-143.5;-211.5;65.5;;;;45.0;127.0;229.5;327.0;-46.97;-150.17;;;-9.84;-29.39999;;;11.65;33.5;59.7;84.0;-9.0;;;
02.04.2004;-26.9;-81.9;-160.7;-234.4;-10.13;;;;-23.25;-71.15;-141.4;-207.5;64.5;;;;47.0;127.0;215.5;290.5;-46.75;-147.75;;;-9.63;-29.95;;;11.95;33.4;60.6;82.6;-9.05;;;
05.04.2004;-26.95;-81.8;-160.3;-233.7;-10.13;;;;-23.55;-71.25;-140.6;-206.1;63.5;;;;46.0;131.0;235.5;318.5;-46.45;-145.85;;;-9.57;-30.05;;;11.55;33.1;61.5;82.7;-9.1;;;
06.04.2004;-27.3;-82.6;-162.2;-236.3;-10.35;;;;-23.55;-71.45;-140.9;-205.7;67.5;;;;48.0;132.0;238.5;315.5;-49.55;-146.75;;;-9.95;-30.12;;;11.45;33.5;61.9;85.1;-9.8;;;
07.04.2004;-27.3;-82.5;-161.7;-235.1;-10.18;;;;-23.45;-71.65;-141.7;-207.1;62.5;;;;46.0;129.0;228.5;313.5;-47.55;-147.85;;;-9.93;-29.95;;;12.25;33.4;62.6;85.1;-8.95;;;
08.04.2004;-27.35;-82.4;-162.3;-236.5;-10.13;;;;-23.65;-71.75;-141.5;-207.0;63.5;;;;47.0;131.0;229.5;309.5;-45.85;-145.25;;;-9.57;-29.95;;;10.85;31.3;59.0;79.0;-8.9;;;
09.04.2004;-27.3;-82.3;-162.2;-236.4;-10.13;;;;-23.65;-71.75;-141.5;-207.0;63.5;;;;46.0;130.0;228.5;308.5;-45.85;-145.25;;;-9.68;-30.14999;;;10.85;31.3;59.0;79.0;-8.95;;;
12.04.2004;-29.4;-83.0;-163.4;-237.4;-10.43;;;;-25.15;-71.75;-141.7;-209.4;63.5;;;;48.0;132.0;230.5;310.5;-48.85;-145.45;;;-10.32;-29.95;;;10.65;31.2;58.9;77.4;-9.55;;;
13.04.2004;-27.99;-81.78;-162.65;-235.2;-10.45;;;;-24.35;-71.1;-142.05;-206.5;71.5;;;;54.5;137.0;254.0;358.0;-47.15;-144.4;;;-10.1;-30.55;;;11.75;33.0;61.5;85.0;-9.6;;;
14.04.2004;-26.28;-79.25;-153.9;-222.2;-9.99;;;;-22.95;-68.25;-135.25;-193.0;67.5;;;;53.5;136.0;247.5;346.0;-44.76;-141.3;;;-10.1;-32.10001;;;11.55;32.5;58.5;88.0;-9.1;;;
15.04.2004;-26.85;-80.2;-156.0;-225.4;-9.92;;;;-22.75;-68.85;-135.0;-197.2;65.5;;;;49.0;138.0;251.5;354.5;-44.85;-141.25;;;-10.02;-31.45;;;11.35;32.4;57.4;77.4;-9.15;;;
16.04.2004;-26.95;-80.8;-157.5;-228.0;-9.97;;;;-23.05;-69.65;-137.3;-200.3;67.5;;;;49.0;138.0;253.5;349.5;-45.05;-142.25;;;-9.93;-30.95;;;11.05;32.4;59.0;78.2;-9.5;;;
19.04.2004;-28.9;-80.9;-157.6;-228.4;-10.62;;;;-24.95;-70.35;-138.1;-202.9;64.5;;;;48.0;136.0;248.5;350.5;-49.25;-143.95;;;-10.68;-31.25;;;11.05;32.33;57.9;77.35;-9.25;;;
20.04.2004;-27.32;-79.35;-155.45;-222.2;-10.12;;;;-23.25;-68.25;-135.5;-194.5;70.5;;;;51.5;138.0;245.5;340.0;-47.05;-142.35;;;-10.4;-31.95;;;11.15;32.5;57.35;79.35;-9.48;;;
21.04.2004;-26.32;-78.7;-152.8;-222.5;-9.98;;;;-22.25;-67.5;-131.05;-191.0;69.5;;;;49.5;133.0;215.5;282.5;-45.26;-139.85;;;-10.1;-32.10001;;;11.95;32.51;57.8;75.0;-9.6;;;
22.04.2004;-26.48;-79.05;-153.75;-221.5;-9.84;;;;-22.6;-68.6;-134.0;-193.9;64.5;;;;48.0;131.0;208.5;268.5;-45.15;-139.35;;;-10.13;-32.14999;;;11.35;32.2;56.1;74.8;-9.45;;;
23.04.2004;-26.4;-78.8;-152.4;-218.9;-9.81;;;;-23.05;-69.05;-135.3;-197.1;65.5;;;;47.0;128.0;199.5;238.5;-45.55;-140.85;;;-10.07;-32.25;;;10.95;32.0;55.9;71.9;-9.4;;;
26.04.2004;-25.63;-79.35;-153.45;-221.8;-9.47;;;;-22.1;-68.55;-134.4;-194.6;66.5;;;;49.0;133.0;214.5;259.5;-44.35;-142.45;;;-9.32;-32.14999;;;11.05;32.4;53.9;70.3;-9.0;;;
27.04.2004;-24.8;-79.5;-153.5;-222.5;-9.27;;;;-21.65;-69.95;-135.4;-197.6;62.5;;;;47.0;133.0;214.5;264.5;-42.55;-142.55;;;-10.32;-32.325;;;11.15;32.1;54.9;70.0;-9.0;;;
28.04.2004;-27.2;-79.85;-153.85;-220.7;-9.69;;;;-24.15;-71.05;-137.75;-199.0;60.5;;;;45.0;132.0;209.5;264.5;-47.9;-143.8;;;-10.68;-32.95;;;10.55;32.0;54.5;69.1;-9.7;;;
29.04.2004;-27.15;-79.9;-153.3;-219.2;-10.13;;;;-24.15;-71.35;-138.0;-199.4;67.5;;;;46.0;128.0;198.5;249.5;-51.35;-144.15;;;-10.4;-33.89999;;;10.65;32.7;54.0;67.5;-9.9;;;
30.04.2004;-27.2;-79.9;-153.9;-219.7;-10.17;;;;-24.05;-71.45;-137.9;-198.4;67.5;;;;47.0;128.0;195.0;240.0;-51.48;-144.1;;;-10.45;-33.75;;;11.75;32.5;50.5;60.0;-9.7;;;
03.05.2004;-27.8;-79.55;-154.8;-220.0;-10.47;;;;-25.9;-71.7;-140.0;-200.0;72.5;;;;48.5;128.0;199.5;238.0;-51.6;-144.06;;;-10.5;-33.8;;;11.85;32.0;48.5;57.0;-9.95;;;
04.05.2004;-27.17;-81.75;-155.9;-222.2;-10.31;;;;-25.25;-73.8;-142.5;-203.3;69.5;;;;49.0;130.0;199.5;244.5;-49.05;-148.45;;;-10.52;-33.55;;;12.1;31.8;50.0;58.0;-9.85;;;
05.05.2004;-27.0;-80.05;-154.5;-220.5;-10.41;;;;-24.85;-73.0;-141.0;-203.0;66.5;;;;47.0;130.0;196.5;233.5;-49.25;-148.65;;;-10.32;-32.64999;;;12.25;32.1;50.9;59.4;-9.65;;;
