Date;Spot_CHF_TO_USD;Spot_EUR_TO_USD;Spot_CAD_TO_USD;Spot_AUD_TO_USD;Spot_NZD_TO_USD;Spot_GBP_TO_USD;Spot_JPY_TO_USD;Spot_NOK_TO_USD;Spot_SEK_TO_USD
31.12.1999;1.5907;0.99761;1.446;1.53083;1.92047;;102.26;8.0372;8.543
03.01.2000;1.56475;0.98493;1.4466;1.52053;1.91598;;101.585;7.954;8.44
04.01.2000;1.55545;0.97069;1.45205;1.51821;1.9017;;103.265;7.9303;8.363
05.01.2000;1.555;0.9674;1.4495;1.51974;1.92354;;104.295;7.9354;8.352
06.01.2000;1.5536;0.96628;1.4595;1.52345;1.93237;;105.325;7.9265;8.351
07.01.2000;1.56475;0.97191;1.4558;1.5285;1.93721;;105.365;7.9768;8.424
10.01.2000;1.5685;0.97418;1.4555;1.52279;1.93914;;105.115;8.009;8.449
11.01.2000;1.5585;0.97106;1.4578;1.52752;1.93537;;106.085;7.978;8.4136
12.01.2000;1.5629;0.97343;1.4543;1.51902;1.92671;;105.95;7.9926;8.4387
13.01.2000;1.5723;0.97352;1.4503;1.50236;1.90955;;106.09;7.9399;8.4223
14.01.2000;1.5925;0.98775;1.4496;1.50137;1.91943;;105.805;8.002;8.479
17.01.2000;1.5963;0.99177;1.4494;1.50274;1.92641;;104.84;8.0388;8.49
18.01.2000;1.5921;0.98922;1.4502;1.50901;1.93703;;105.69;8.0193;8.483
19.01.2000;1.5942;0.9902;1.4518;1.5046;1.93339;;105.33;8.0025;8.4933
20.01.2000;1.5835;0.99049;1.4467;1.50733;1.94387;;105.345;8.002;8.483
21.01.2000;1.5962;0.99305;1.4402;1.50682;1.94628;;104.73;8.0135;8.514
24.01.2000;1.6002;0.99771;1.4423;1.52523;1.96617;;105.665;8.027;8.533
25.01.2000;1.6115;0.99354;1.4367;1.52451;1.96206;;106.02;8.0135;8.484
26.01.2000;1.6103;0.9988;1.4387;1.52717;1.96281;;105.705;8.0668;8.534
27.01.2000;1.6323;1.01174;1.435;1.53098;1.96539;;105.165;8.1565;8.633
28.01.2000;1.64975;1.02051;1.4453;1.54233;2.01403;;107.12;8.2185;8.735
31.01.2000;1.6566;1.02208;1.44585;1.57268;2.02487;;107.4;8.2695;8.7935
01.02.2000;1.6562;1.02785;1.4482;1.57107;2.01763;;107.805;8.288;8.786
02.02.2000;1.6506;1.02859;1.4386;1.57326;2.04469;;108.16;8.2533;8.75
03.02.2000;1.62235;1.01605;1.4409;1.57837;2.03052;;107.6;8.1895;8.6327
04.02.2000;1.6345;1.02062;1.44;1.5783;2.02456;;107.2;8.2452;8.637
07.02.2000;1.6381;1.02229;1.4473;1.56691;2.0212;;108.685;8.2592;8.6615
08.02.2000;1.6313;1.01379;1.4452;1.57138;2.02584;;109.505;8.191;8.5866
09.02.2000;1.6179;1.0102;1.4451;1.574;2.02819;;108.745;8.1625;8.574
10.02.2000;1.6302;1.01482;1.4486;1.5806;2.02984;;109.215;8.1863;8.6051
11.02.2000;1.6263;1.01482;1.449;1.58902;2.03222;;108.8;8.183;8.587
14.02.2000;1.6429;1.0203;1.4564;1.5833;2.03751;;108.9;8.2359;8.6535
15.02.2000;1.6367;1.01678;1.4555;1.59341;2.05134;;109.175;8.2335;8.6745
16.02.2000;1.6258;1.01657;1.4529;1.58356;2.03897;;109.4;8.2395;8.6748
17.02.2000;1.6238;1.0142;1.4504;1.57462;2.03272;;110.66;8.2778;8.686
18.02.2000;1.627;1.01513;1.4511;1.58389;2.03168;;110.96;8.2515;8.671
21.02.2000;1.6233;1.01307;1.4555;1.59275;2.03937;;111.295;8.2815;8.68
22.02.2000;1.6022;0.99305;1.4615;1.59476;2.03972;;110.86;8.1345;8.512
23.02.2000;1.6065;0.99622;1.4605;1.60887;2.04957;;111.23;8.1528;8.561
24.02.2000;1.6203;1.00391;1.4553;1.61495;2.05411;;111.31;8.1828;8.5945
25.02.2000;1.6503;1.02166;1.4483;1.61308;2.04428;;110.34;8.2935;8.6975
28.02.2000;1.6533;1.03423;1.449;1.63137;2.06501;;109.495;8.3415;8.706
29.02.2000;1.6645;1.03864;1.4489;1.62835;2.05903;;110.23;8.3885;8.767
01.03.2000;1.6507;1.03295;1.4489;1.64712;2.061;;107.145;8.3453;8.7108
02.03.2000;1.6633;1.03487;1.4562;1.63683;2.03764;;107.78;8.365;8.758
03.03.2000;1.67375;1.03972;1.4512;1.64729;2.04994;;107.76;8.3937;8.816
06.03.2000;1.6766;1.04026;1.4528;1.65194;2.04962;;107.43;8.4033;8.785
07.03.2000;1.6748;1.04439;1.4549;1.65684;2.06982;;106.11;8.4365;8.799
08.03.2000;1.672;1.04471;1.4566;1.65262;2.0647;;107.225;8.4445;8.826
09.03.2000;1.6633;1.03199;1.457;1.63036;2.03666;;106.65;8.391;8.7397
10.03.2000;1.6714;1.03681;1.4581;1.6251;2.02429;;106.27;8.3945;8.73
13.03.2000;1.6705;1.03434;1.4613;1.6298;2.0284;;105.635;8.403;8.711
14.03.2000;1.6645;1.03864;1.465;1.61568;2.04082;;105.225;8.449;8.7159
15.03.2000;1.6665;1.03199;1.467;1.63179;2.04792;;105.655;8.4135;8.6938
16.03.2000;1.6593;1.02754;1.473;1.63051;2.05002;;105.54;8.3908;8.6673
17.03.2000;1.6585;1.03263;1.471;1.63982;2.06526;;106.715;8.425;8.6742
20.03.2000;1.65665;1.03146;1.4692;1.64806;2.06782;;106.425;8.4283;8.6745
21.03.2000;1.67245;1.02955;1.4702;1.63874;2.04082;;106.865;8.4165;8.648
22.03.2000;1.6736;1.04004;1.4698;1.64811;2.05044;;107.06;8.471;8.7103
23.03.2000;1.6455;1.0305;1.4695;1.65645;2.05212;;107.36;8.3735;8.6455
24.03.2000;1.62445;1.02923;1.4621;1.64897;2.0517;;106.88;8.363;8.592
27.03.2000;1.6435;1.03029;1.4575;1.62969;2.02429;;106.73;8.3605;8.581
28.03.2000;1.6558;1.03391;1.4537;1.6293;1.99045;;105.8;8.3615;8.546
29.03.2000;1.6759;1.04899;1.4568;1.63447;1.9996;;105.73;8.459;8.6409
30.03.2000;1.6575;1.04646;1.4546;1.64016;2.00682;;105.39;8.421;8.651
31.03.2000;1.66465;1.04504;1.4491;1.65551;2.01572;;102.8;8.4392;8.64
03.04.2000;1.6525;1.04559;1.4498;1.64743;2.002;;104.865;8.459;8.6766
04.04.2000;1.6394;1.04745;1.4525;1.66226;1.9988;;105.215;8.5005;8.71
05.04.2000;1.6365;1.03552;1.4506;1.65428;1.98807;;104.915;8.441;8.6114
06.04.2000;1.6398;1.04264;1.453;1.65871;1.99521;;104.76;8.4733;8.646
07.04.2000;1.6435;1.04319;1.4584;1.67226;2.0;;105.4;8.4775;8.6459
10.04.2000;1.6336;1.04199;1.4625;1.67054;2.00481;;106.425;8.4965;8.618
11.04.2000;1.6418;1.03853;1.4633;1.67928;2.00361;;106.92;8.4955;8.61
12.04.2000;1.6428;1.04395;1.4629;1.68274;2.01207;;105.78;8.5145;8.6822
13.04.2000;1.6478;1.04657;1.4725;1.67067;2.01005;;105.855;8.5298;8.6892
14.04.2000;1.63135;1.04592;1.4768;1.67536;2.00965;;104.8;8.5403;8.692
17.04.2000;1.6493;1.04723;1.4852;1.67579;2.02347;;104.54;8.5855;8.7236
18.04.2000;1.6663;1.05352;1.4808;1.68286;2.02102;;104.695;8.6155;8.732
19.04.2000;1.6694;1.06315;1.4757;1.6864;2.00682;;104.8;8.688;8.761
20.04.2000;1.6765;1.0644;1.4743;1.6864;2.02265;;105.7;8.6905;8.7606
21.04.2000;1.6753;1.0644;1.4735;1.6864;2.02265;;105.77;8.6905;8.7606
24.04.2000;1.6759;1.06417;1.4768;1.6864;2.02265;;105.775;8.6705;8.773
25.04.2000;1.7081;1.07828;1.468;1.68021;2.01979;;106.34;8.797;8.8433
26.04.2000;1.7024;1.08272;1.4748;1.69642;2.05719;;106.265;8.809;8.8592
27.04.2000;1.7276;1.09697;1.477;1.69645;2.05973;;106.41;8.956;8.9658
28.04.2000;1.7172;1.09733;1.481;1.70517;2.06058;;108.2;8.947;8.953
01.05.2000;1.7075;1.10084;1.4788;1.72074;2.06612;;108.76;8.9555;8.956
02.05.2000;1.7139;1.10144;1.486;1.70691;2.06441;;108.415;8.9595;8.962
03.05.2000;1.72455;1.12158;1.494;1.68614;2.04499;;109.01;9.0505;9.051
04.05.2000;1.7399;1.12082;1.4948;1.69924;2.0404;;107.99;9.0855;9.088
05.05.2000;1.7295;1.12007;1.49;1.68492;2.04332;;108.56;9.1085;9.1139
08.05.2000;1.7248;1.11882;1.492;1.70177;2.07555;;108.985;9.102;9.0985
09.05.2000;1.7148;1.10816;1.49;1.71658;2.08681;;109.24;9.0415;9.05
10.05.2000;1.7191;1.09733;1.4928;1.71286;2.096;;109.55;9.0195;9.024
11.05.2000;1.7275;1.10656;1.4875;1.73232;2.09512;;108.475;9.1135;9.1216
12.05.2000;1.6924;1.1029;1.4855;1.72736;2.08768;;108.38;9.0225;9.099
15.05.2000;1.7075;1.09123;1.4866;1.74041;2.11015;;109.29;8.9475;9.028
16.05.2000;1.7218;1.10485;1.4849;1.73357;2.11551;;109.625;9.0345;9.109
17.05.2000;1.7342;1.12233;1.4969;1.75186;2.1645;;109.3;9.1625;9.198
18.05.2000;1.7387;1.11894;1.4991;1.75897;2.20897;;108.69;9.1415;9.147
19.05.2000;1.7271;1.12007;1.4963;1.75897;2.18818;;107.02;9.1445;9.163
22.05.2000;1.7218;1.10619;1.4979;1.74556;2.1777;;107.13;9.112;9.2113
23.05.2000;1.7222;1.10035;1.5067;1.73257;2.18055;;106.45;9.108;9.178
24.05.2000;1.726;1.10205;1.5097;1.74926;2.2041;;107.815;9.125;9.1927
25.05.2000;1.7135;1.10266;1.5031;1.7602;2.19346;;107.34;9.1015;9.161
26.05.2000;1.6815;1.08003;1.5031;1.75337;2.19346;;107.15;8.9728;9.0806
29.05.2000;1.6916;1.07793;1.5002;1.74498;2.18484;;107.015;8.9675;9.06
30.05.2000;1.6867;1.07239;1.5059;1.72379;2.17344;;106.54;8.9332;9.001
31.05.2000;1.681;1.07828;1.4968;1.74323;2.18341;;107.65;8.9618;9.013
01.06.2000;1.6868;1.074;1.491;1.74673;2.19154;;108.515;8.9283;8.962
02.06.2000;1.6634;1.0591;1.4765;1.74862;2.1473;;108.05;8.8135;8.8207
05.06.2000;1.66;1.05876;1.4793;1.7135;2.14041;;107.335;8.7735;8.831
06.06.2000;1.646;1.04286;1.4773;1.71922;2.11282;;105.795;8.6402;8.698
07.06.2000;1.63005;1.04482;1.4795;1.69872;2.11999;;105.345;8.654;8.7042
08.06.2000;1.638;1.04877;1.4769;1.69587;2.13311;;106.055;8.724;8.7595
09.06.2000;1.642;1.05152;1.4747;1.7047;2.13675;;106.9;8.7425;8.788
12.06.2000;1.6379;1.04833;1.4761;1.6955;2.1427;;106.835;8.6935;8.71
13.06.2000;1.62885;1.04091;1.4683;1.68423;2.11909;;106.92;8.6415;8.641
14.06.2000;1.632;1.04275;1.4678;1.65894;2.10393;;106.62;8.582;8.548
15.06.2000;1.6365;1.04976;1.4746;1.67085;2.13311;;106.47;8.6397;8.632
16.06.2000;1.6173;1.0408;1.4659;1.64503;2.09118;;106.41;8.5926;8.6281
19.06.2000;1.6307;1.04134;1.4664;1.65977;2.11416;;105.92;8.5963;8.6284
20.06.2000;1.6287;1.04668;1.4711;1.6526;2.10659;;105.57;8.6231;8.643
21.06.2000;1.6403;1.05686;1.4735;1.66428;2.10748;;105.575;8.6935;8.7134
22.06.2000;1.6547;1.0644;1.4765;1.6683;2.11416;;104.57;8.7378;8.8159
23.06.2000;1.6576;1.06781;1.4833;1.68051;2.12269;;104.78;8.7412;8.858
26.06.2000;1.6517;1.06712;1.4829;1.68693;2.12992;;105.655;8.7611;8.8905
27.06.2000;1.63505;1.06011;1.4805;1.6617;2.12134;;105.325;8.7092;8.8744
28.06.2000;1.6464;1.05719;1.4784;1.66457;2.15378;;105.625;8.6415;8.8524
29.06.2000;1.6357;1.04987;1.4826;1.66301;2.13311;;105.26;8.5765;8.822
30.06.2000;1.6344;1.04319;1.4804;1.65974;2.13447;;106.0;8.5477;8.771
03.07.2000;1.63685;1.05086;1.4809;1.66939;2.14638;;105.685;8.602;8.8199
04.07.2000;1.6328;1.05274;1.4852;1.6685;2.15332;;106.12;8.6085;8.8371
05.07.2000;1.6235;1.04548;1.4895;1.68176;2.17061;;106.935;8.5681;8.7988
06.07.2000;1.6255;1.04635;1.4852;1.69413;2.1725;;107.48;8.5752;8.839
07.07.2000;1.6275;1.05352;1.4796;1.69461;2.17533;;107.88;8.5831;8.911
10.07.2000;1.6232;1.04965;1.4785;1.68383;2.16873;;107.035;8.5745;8.8788
11.07.2000;1.6279;1.05152;1.4795;1.69222;2.17675;;107.09;8.5922;8.873
12.07.2000;1.6521;1.05887;1.4825;1.69598;2.17675;;108.1;8.6303;8.8624
13.07.2000;1.65405;1.06929;1.4817;1.69462;2.17628;;108.115;8.7258;8.943
14.07.2000;1.6512;1.06701;1.484;1.70951;2.17202;;107.85;8.7015;8.898
17.07.2000;1.65345;1.06975;1.4819;1.70446;2.18388;;108.055;8.743;8.955
18.07.2000;1.6752;1.07262;1.4763;1.71114;2.19058;;108.13;8.7872;8.996
19.07.2000;1.6762;1.0819;1.4769;1.72229;2.20313;;108.31;8.8448;9.0709
20.07.2000;1.66175;1.08167;1.4728;1.73116;2.17108;;107.695;8.8478;9.067
21.07.2000;1.6605;1.07239;1.4707;1.70149;2.16029;;108.92;8.7783;9.036
24.07.2000;1.6648;1.0717;1.4649;1.70318;2.1777;;108.78;8.7726;8.9905
25.07.2000;1.6534;1.06236;1.46635;1.71376;2.17486;;109.085;8.6989;8.9149
26.07.2000;1.6479;1.06123;1.4651;1.69256;2.17155;;109.17;8.6945;8.9256
27.07.2000;1.6638;1.06474;1.4722;1.69129;2.18293;;109.16;8.7449;9.03
28.07.2000;1.6757;1.07863;1.4775;1.69797;2.18771;;109.52;8.8185;9.1226
31.07.2000;1.6708;1.07921;1.4863;1.72743;2.2041;;109.415;8.8575;9.1711
01.08.2000;1.6893;1.08038;1.4875;1.72488;2.20167;0.67025;109.29;8.8625;9.169
02.08.2000;1.6884;1.09421;1.4795;1.71886;2.20556;0.66885;108.9;8.9625;9.255
03.08.2000;1.7043;1.10571;1.4847;1.70879;2.20313;0.66765;108.325;9.0071;9.337
04.08.2000;1.7055;1.10059;1.4891;1.71253;2.19732;0.6648;108.62;8.9085;9.238
07.08.2000;1.706;1.10084;1.487;1.70871;2.20507;0.66105;109.095;8.9233;9.202
08.08.2000;1.71145;1.11136;1.4872;1.70296;2.20556;0.66445;108.635;9.0025;9.247
09.08.2000;1.7155;1.11396;1.483;1.72053;2.21976;0.66555;107.81;9.0163;9.2692
10.08.2000;1.7045;1.10023;1.4831;1.72696;2.22123;0.66785;108.685;8.9245;9.19
11.08.2000;1.7218;1.10522;1.4843;1.72031;2.22767;0.6657;108.53;8.9436;9.219
14.08.2000;1.7188;1.10607;1.4863;1.7259;2.21976;0.66405;109.42;8.9305;9.192
15.08.2000;1.7108;1.09505;1.4844;1.71535;2.23065;0.6649;109.035;8.8876;9.1555
16.08.2000;1.706;1.09685;1.478;1.70059;2.22025;0.6666;108.59;8.8855;9.2195
17.08.2000;1.707;1.09337;1.4752;1.68818;2.20848;0.66775;108.63;8.835;9.222
18.08.2000;1.7213;1.10035;1.4768;1.68736;2.2242;0.67115;108.41;8.8743;9.237
21.08.2000;1.7312;1.10644;1.4775;1.69304;2.22173;0.67235;108.7;8.9167;9.278
22.08.2000;1.7392;1.11334;1.4767;1.69818;2.25785;0.67455;108.32;8.9642;9.31
23.08.2000;1.7196;1.11869;1.4863;1.7503;2.33863;0.67245;106.96;9.0221;9.3457
24.08.2000;1.712;1.10766;1.4875;1.74583;2.30787;0.675;106.855;8.9895;9.2825
25.08.2000;1.7091;1.10509;1.4832;1.74774;2.29674;0.6805;106.85;8.9555;9.2795
28.08.2000;1.7143;1.1121;1.4826;1.74428;2.30574;0.6807;106.49;8.9685;9.366
29.08.2000;1.7333;1.11557;1.4839;1.74407;2.33372;0.6867;106.07;9.0166;9.418
30.08.2000;1.729;1.11932;1.4775;1.75636;2.34467;0.68525;106.54;9.0362;9.424
31.08.2000;1.7412;1.12473;1.4722;1.73532;2.34907;0.6907;106.67;9.0744;9.4365
01.09.2000;1.7247;1.11111;1.4733;1.74814;2.33645;0.683;106.0;9.0033;9.326
04.09.2000;1.7306;1.11148;1.4738;1.734;2.32937;0.68585;105.81;8.9836;9.316
05.09.2000;1.745;1.12841;1.4763;1.74384;2.34467;0.6874;105.83;9.1016;9.4684
06.09.2000;1.7789;1.13882;1.4817;1.76348;2.35516;0.69595;105.885;9.1457;9.555
07.09.2000;1.7767;1.14811;1.4765;1.78837;2.39751;0.6956;105.13;9.2168;9.5983
08.09.2000;1.78275;1.1542;1.4771;1.7862;2.38892;0.7072;106.13;9.2599;9.6435
11.09.2000;1.7738;1.16036;1.4805;1.79787;2.33263;0.71325;106.04;9.3085;9.7399
12.09.2000;1.7655;1.16184;1.4805;1.78635;2.34687;0.71055;106.83;9.3203;9.767
13.09.2000;1.7714;1.1566;1.4833;1.79664;2.36967;0.7093;107.15;9.2935;9.711
14.09.2000;1.7712;1.1609;1.4866;1.80994;2.37756;0.71075;107.615;9.3117;9.741
15.09.2000;1.7865;1.15861;1.4827;1.81369;2.39234;0.71595;107.12;9.2905;9.7277
18.09.2000;1.7835;1.17041;1.4877;1.83781;2.43487;0.71115;106.905;9.3733;9.8215
19.09.2000;1.7763;1.17151;1.4835;1.84421;2.42014;0.70935;107.015;9.3827;9.819
20.09.2000;1.7765;1.17994;1.4847;1.85523;2.47097;0.70865;106.56;9.4115;9.8572
21.09.2000;1.7615;1.17247;1.4872;1.85593;2.46366;0.69525;106.59;9.3811;9.8289
22.09.2000;1.7333;1.13417;1.4885;1.81379;2.43783;0.68825;107.95;9.1039;9.5803
25.09.2000;1.7348;1.14508;1.4855;1.83741;2.43487;0.68835;107.78;9.1892;9.6799
26.09.2000;1.7251;1.13623;1.4861;1.82678;2.41429;0.6832;107.59;9.1265;9.63
27.09.2000;1.7247;1.13469;1.4955;1.82069;2.40385;0.68295;107.35;9.1211;9.659
28.09.2000;1.7327;1.13263;1.5002;1.81791;2.41663;0.68375;107.62;9.0689;9.662
29.09.2000;1.7247;1.13314;1.5033;1.84799;2.46124;0.67735;108.1;9.0784;9.633
02.10.2000;1.7368;1.13417;1.5096;1.84088;2.47893;0.6818;108.85;9.1302;9.676
03.10.2000;1.7323;1.14103;1.504;1.83951;2.47893;0.6852;108.845;9.1637;9.7595
04.10.2000;1.7347;1.14574;1.4947;1.86707;2.46974;0.68535;109.3;9.2015;9.8161
05.10.2000;1.7513;1.15009;1.4987;1.85961;2.49625;0.6928;109.125;9.2421;9.8068
06.10.2000;1.74945;1.14982;1.5038;1.87807;2.48632;0.69165;108.84;9.2325;9.813
09.10.2000;1.7515;1.15075;1.5029;1.87437;2.48632;0.69;108.8;9.2565;9.863
10.10.2000;1.7436;1.15181;1.5013;1.87886;2.47893;0.68715;107.75;9.2744;9.902
11.10.2000;1.7449;1.14429;1.5051;1.86732;2.46488;0.68395;107.78;9.25;9.845
12.10.2000;1.7435;1.15942;1.5165;1.887;2.51509;0.67965;107.685;9.3112;9.9235
13.10.2000;1.7703;1.16347;1.5067;1.88134;2.51067;0.68945;107.83;9.3525;9.901
16.10.2000;1.7748;1.17841;1.5183;1.89966;2.53936;0.69075;108.06;9.4365;10.0112
17.10.2000;1.7682;1.17661;1.5187;1.92639;2.54259;0.6895;108.005;9.4531;10.0071
18.10.2000;1.7873;1.1798;1.5171;1.91935;2.55363;0.6927;107.71;9.4883;10.0672
19.10.2000;1.7843;1.19104;1.5115;1.92786;2.53872;0.69135;108.38;9.5255;10.098
20.10.2000;1.7817;1.19389;1.5107;1.89333;2.49937;0.68895;108.85;9.5261;10.1397
23.10.2000;1.7958;1.19617;1.5111;1.88579;2.49688;0.68785;108.235;9.5083;10.123
24.10.2000;1.7983;1.19446;1.5166;1.8941;2.48385;0.6894;107.73;9.5092;10.125
25.10.2000;1.8213;1.20671;1.5177;1.92609;2.50188;0.6982;108.235;9.5665;10.2155
26.10.2000;1.8217;1.20627;1.526;1.93528;2.50188;0.6963;108.36;9.5675;10.2654
27.10.2000;1.8057;1.18666;1.5291;1.92138;2.48571;0.68715;108.66;9.4187;10.0878
30.10.2000;1.8095;1.18343;1.5317;1.90833;2.47893;0.68965;108.985;9.3501;10.0485
31.10.2000;1.7975;1.1798;1.5225;1.94773;2.52525;0.69045;108.985;9.3005;10.02
01.11.2000;1.7741;1.16604;1.534;1.91507;2.52908;0.68885;108.17;9.2141;9.904
02.11.2000;1.77595;1.16265;1.5315;1.88976;2.53807;0.69145;108.115;9.2275;9.898
03.11.2000;1.7537;1.15794;1.5326;1.89578;2.5208;0.6903;107.06;9.2235;9.8905
06.11.2000;1.7671;1.16117;1.5307;1.89426;2.50627;0.7006;107.425;9.2728;9.969
07.11.2000;1.7679;1.16184;1.5341;1.89843;2.51067;0.6973;106.99;9.2785;9.985
08.11.2000;1.7751;1.16781;1.5421;1.89094;2.51636;0.7024;107.29;9.2951;9.995
09.11.2000;1.7551;1.16428;1.5495;1.90647;2.50627;0.69825;107.4;9.277;10.013
10.11.2000;1.7717;1.15808;1.5429;1.89632;2.52143;0.7014;107.96;9.2699;9.971
13.11.2000;1.7687;1.16265;1.5451;1.92426;2.52589;0.69535;107.62;9.2959;10.043
14.11.2000;1.7734;1.16537;1.5467;1.92048;2.52589;0.69875;108.175;9.344;10.0734
15.11.2000;1.7795;1.1636;1.553;1.92522;2.5113;0.70065;108.88;9.3469;10.0657
16.11.2000;1.7883;1.17055;1.5559;1.92226;2.51889;0.7024;109.03;9.3657;10.1528
17.11.2000;1.7995;1.17274;1.5577;1.92251;2.50689;0.7019;108.85;9.3856;10.153
20.11.2000;1.7927;1.17799;1.5586;1.94302;2.52525;0.70285;109.86;9.4122;10.193
21.11.2000;1.8047;1.18259;1.5507;1.94957;2.54907;0.70535;110.205;9.4918;10.295
22.11.2000;1.8007;1.18582;1.5463;1.93149;2.50564;0.7107;110.26;9.5019;10.285
23.11.2000;1.8141;1.18751;1.5449;1.91657;2.50689;0.7146;110.34;9.5162;10.307
24.11.2000;1.8057;1.19076;1.5389;1.91322;2.50689;0.71455;111.34;9.5377;10.342
27.11.2000;1.7761;1.17799;1.5355;1.92023;2.46914;0.7059;110.69;9.4419;10.247
28.11.2000;1.7621;1.16959;1.5367;1.89954;2.47219;0.70615;110.13;9.3853;10.163
29.11.2000;1.7611;1.16265;1.544;1.90495;2.47463;0.7026;111.26;9.3515;10.109
30.11.2000;1.7293;1.14876;1.5367;1.90901;2.4432;0.70105;110.39;9.2723;10.029
01.12.2000;1.7223;1.14547;1.5469;1.86128;2.41255;0.6931;111.3;9.2768;9.9412
04.12.2000;1.6975;1.12435;1.5433;1.83794;2.37192;0.6881;110.96;9.1436;9.707
05.12.2000;1.7151;1.12994;1.5432;1.8396;2.37982;0.69805;111.14;9.1461;9.695
06.12.2000;1.6997;1.13045;1.5289;1.83248;2.35294;0.6932;110.34;9.0995;9.675
07.12.2000;1.7001;1.12385;1.5295;1.81946;2.34687;0.6921;110.545;9.1192;9.699
08.12.2000;1.7143;1.126;1.5167;1.82606;2.34687;0.69065;111.01;9.109;9.6621
11.12.2000;1.7141;1.13908;1.5272;1.84136;2.34687;0.68675;110.84;9.2072;9.7414
12.12.2000;1.7137;1.13999;1.52825;1.84212;2.34687;0.69015;111.46;9.2099;9.721
13.12.2000;1.7153;1.14207;1.5221;1.85006;2.34687;0.68705;112.36;9.2504;9.791
14.12.2000;1.6905;1.12689;1.5178;1.84569;2.34687;0.67905;112.16;9.1481;9.647
15.12.2000;1.6823;1.11421;1.5207;1.8314;2.34687;0.6781;112.59;9.0318;9.601
18.12.2000;1.6817;1.11632;1.5263;1.83764;2.34687;0.6784;112.15;9.0326;9.6583
19.12.2000;1.6825;1.12221;1.5237;1.84925;2.34687;0.6808;112.4;9.1054;9.772
20.12.2000;1.6683;1.10278;1.5223;1.83169;2.34687;0.6765;112.78;8.9977;9.595
21.12.2000;1.6605;1.09397;1.5205;1.80682;2.34687;0.6772;112.31;8.9571;9.577
22.12.2000;1.6445;1.08284;1.5179;1.7944;2.34687;0.67645;112.91;8.8499;9.553
25.12.2000;1.64425;1.08284;1.5188;1.7944;2.34687;0.676;112.75;8.8499;9.553
26.12.2000;1.6339;1.07654;1.5101;1.7944;2.34687;0.67415;113.63;8.8229;9.503
27.12.2000;1.6365;1.07458;1.5121;1.79487;2.34687;0.66795;114.285;8.882;9.5631
28.12.2000;1.6347;1.08026;1.5004;1.7976;2.34687;0.6695;114.51;8.9351;9.567
29.12.2000;1.6105;1.06508;1.4988;1.80224;2.34687;0.6685;114.32;8.8185;9.4355
01.01.2001;1.6105;1.06508;1.4988;1.80224;2.34687;0.6685;114.32;8.8185;9.4355
02.01.2001;1.6017;1.05541;1.4919;1.79015;2.34687;0.6666;114.5;8.7541;9.411
03.01.2001;1.6311;1.05731;1.4987;1.77184;2.34687;0.67045;113.65;8.7733;9.455
04.01.2001;1.6063;1.05865;1.4982;1.76428;2.34687;0.66595;115.73;8.7609;9.4283
05.01.2001;1.5989;1.05075;1.4995;1.75825;2.34687;0.6654;116.59;8.7113;9.349
08.01.2001;1.6079;1.05274;1.494;1.76342;2.34687;0.6685;116.03;8.7281;9.407
09.01.2001;1.6131;1.06315;1.4939;1.77972;2.34687;0.671;116.83;8.7685;9.489
10.01.2001;1.6285;1.06292;1.502;1.79272;2.34687;0.6722;116.49;8.7141;9.427
11.01.2001;1.6123;1.05274;1.4942;1.7958;2.34687;0.66735;117.74;8.6236;9.3355
12.01.2001;1.6187;1.05396;1.5001;1.78794;2.34687;0.6768;118.475;8.6605;9.341
15.01.2001;1.6353;1.06157;1.5011;1.80941;2.34687;0.6768;118.94;8.7257;9.447
16.01.2001;1.6357;1.06281;1.5066;1.79984;2.34687;0.67945;117.7;8.7328;9.489
17.01.2001;1.6445;1.07481;1.5115;1.80873;2.34687;0.67875;118.92;8.8126;9.5663
18.01.2001;1.6187;1.05876;1.5127;1.7988;2.34687;0.67865;117.96;8.7139;9.441
19.01.2001;1.6381;1.0694;1.5125;1.78785;2.34687;0.6834;117.15;8.7875;9.4794
22.01.2001;1.6301;1.06906;1.5031;1.8051;2.34687;0.6822;116.34;8.7925;9.537
23.01.2001;1.6325;1.06462;1.5109;1.80067;2.34687;0.6801;117.01;8.8038;9.527
24.01.2001;1.6595;1.08354;1.5127;1.81805;2.34687;0.6879;117.82;8.9089;9.6435
25.01.2001;1.6503;1.08672;1.5077;1.83782;2.34687;0.68505;116.81;8.9301;9.6935
26.01.2001;1.6521;1.0846;1.5048;1.84146;2.34687;0.6845;117.32;8.9091;9.647
29.01.2001;1.6593;1.08873;1.501;1.84158;2.34687;0.68565;116.77;8.9136;9.625
30.01.2001;1.6461;1.08167;1.5023;1.84378;2.34687;0.68365;115.9;8.8515;9.573
31.01.2001;1.6351;1.07527;1.4984;1.8286;2.34687;0.6832;116.38;8.8385;9.531
01.02.2001;1.6313;1.06349;1.4937;1.80566;2.34687;0.6768;115.62;8.7371;9.475
02.02.2001;1.6451;1.07135;1.4957;1.79853;2.34687;0.68005;115.65;8.7845;9.5315
05.02.2001;1.6391;1.06383;1.5073;1.81252;2.34687;0.678;114.82;8.727;9.5119
06.02.2001;1.6559;1.07354;1.5113;1.82368;2.34687;0.68525;114.76;8.7689;9.555
07.02.2001;1.6547;1.07227;1.51;1.82854;2.34687;0.68885;116.35;8.7766;9.543
