Date;Spot_CHF_TO_USD;Spot_EUR_TO_USD;Spot_CAD_TO_USD;Spot_AUD_TO_USD;Spot_NZD_TO_USD;Spot_GBP_TO_USD;Spot_JPY_TO_USD;Spot_NOK_TO_USD;Spot_SEK_TO_USD
04.02.2005;1.2108;0.77265;1.2479;1.29723;1.40598;0.53315;104.1;6.4099;7.01635
07.02.2005;1.22395;0.77933;1.2553;1.30071;1.42521;0.53845;104.87;6.509;7.0806
08.02.2005;1.2211;0.78312;1.2466;1.30398;1.42786;0.53915;105.765;6.56155;7.11485
09.02.2005;1.2164;0.78189;1.24995;1.30064;1.42379;0.53795;105.645;6.54775;7.08925
10.02.2005;1.20795;0.77564;1.24165;1.2787;1.40687;0.53505;105.855;6.54315;7.05255
11.02.2005;1.2108;0.77661;1.23705;1.27252;1.39929;0.53555;105.705;6.5503;7.0648
14.02.2005;1.199;0.77134;1.23395;1.2686;1.39743;0.52965;105.165;6.4823;7.0012
15.02.2005;1.1907;0.77116;1.23065;1.26905;1.39499;0.5272;104.4;6.4673;6.9948
16.02.2005;1.1873;0.77015;1.23675;1.27504;1.39958;0.53045;105.4;6.44;6.9938
17.02.2005;1.1841;0.76543;1.22845;1.26776;1.39121;0.52775;105.515;6.41205;6.96365
18.02.2005;1.183;0.76537;1.2321;1.2688;1.38198;0.5278;105.635;6.3413;6.9651
21.02.2005;1.1825;0.76502;1.2337;1.26548;1.37533;0.52735;105.595;6.32885;6.96975
22.02.2005;1.15885;0.75634;1.22455;1.25938;1.37108;0.52325;104.06;6.2489;6.87245
23.02.2005;1.16355;0.75795;1.24155;1.27011;1.38045;0.52385;104.85;6.24225;6.89185
24.02.2005;1.169;0.75732;1.239;1.2705;1.38389;0.5235;105.33;6.2492;6.87585
25.02.2005;1.1625;0.75812;1.23855;1.26965;1.38418;0.52115;105.23;6.26325;6.8792
28.02.2005;1.1613;0.75338;1.23335;1.2622;1.37391;0.52025;104.575;6.192;6.8237
01.03.2005;1.16585;0.75841;1.24045;1.27316;1.37732;0.5208;104.445;6.21685;6.86305
02.03.2005;1.1743;0.76249;1.23865;1.27799;1.37561;0.5227;104.725;6.2665;6.9234
03.03.2005;1.1809;0.76176;1.24395;1.27756;1.37419;0.52425;105.26;6.2592;6.8851
04.03.2005;1.169;0.75503;1.23115;1.26334;1.36138;0.51985;104.735;6.21655;6.82525
07.03.2005;1.1757;0.75812;1.2295;1.26215;1.35971;0.5225;105.225;6.21675;6.84955
08.03.2005;1.16175;0.74932;1.21425;1.25247;1.35108;0.51845;104.685;6.141;6.7727
09.03.2005;1.1591;0.74847;1.20585;1.2581;1.35906;0.5197;103.97;6.1416;6.7778
10.03.2005;1.15325;0.74574;1.20425;1.26571;1.35501;0.5201;104.045;6.0955;6.7674
11.03.2005;1.15085;0.74294;1.20525;1.26024;1.35172;0.51945;104.0;6.071;6.73615
14.03.2005;1.15935;0.74792;1.20735;1.27089;1.35694;0.52245;104.895;6.11215;6.79605
15.03.2005;1.1651;0.75117;1.2081;1.2651;1.34953;0.523;104.515;6.14815;6.8277
16.03.2005;1.1522;0.74463;1.20545;1.26048;1.34309;0.51905;104.18;6.0868;6.77075
17.03.2005;1.1567;0.74741;1.2014;1.26287;1.34707;0.51955;104.535;6.0869;6.80685
18.03.2005;1.16435;0.75259;1.20185;1.25857;1.34309;0.5205;104.745;6.1212;6.86645
21.03.2005;1.1776;0.75858;1.21075;1.27299;1.35787;0.5269;105.11;6.17825;6.92905
22.03.2005;1.188;0.75737;1.2083;1.26334;1.35162;0.5303;105.55;6.18965;6.9156
23.03.2005;1.196;0.76849;1.21595;1.29441;1.39169;0.535;106.035;6.28395;7.01075
24.03.2005;1.2015;0.77122;1.21565;1.29525;1.40164;0.53495;106.355;6.32535;7.0241
25.03.2005;1.1998;0.77122;1.21865;1.29643;1.40174;0.5348;106.405;6.32535;7.0241
28.03.2005;1.2045;0.77667;1.2191;1.30132;1.41044;0.5359;107.11;6.37505;7.07275
29.03.2005;1.2017;0.77438;1.2115;1.29559;1.4043;0.53365;107.52;6.3575;7.0699
30.03.2005;1.1992;0.77146;1.2165;1.29609;1.40766;0.53215;107.485;6.31455;7.04485
31.03.2005;1.19645;0.76944;1.2093;1.29341;1.40371;0.5291;107.11;6.3144;7.0432
01.04.2005;1.20305;0.77158;1.21455;1.29997;1.41173;0.53165;107.605;6.32635;7.0694
04.04.2005;1.2096;0.7797;1.2233;1.30302;1.41513;0.5333;108.325;6.3873;7.15505
05.04.2005;1.20625;0.77891;1.21845;1.30302;1.41223;0.53175;108.2;6.36035;7.1474
06.04.2005;1.20585;0.77821;1.22215;1.30506;1.40292;0.5318;108.695;6.3578;7.1257
07.04.2005;1.20705;0.77498;1.2231;1.30302;1.40076;0.53475;108.635;6.3285;7.0938
08.04.2005;1.1968;0.77836;1.22905;1.29609;1.39606;0.5303;108.215;6.36525;7.1365
11.04.2005;1.19355;0.77163;1.2339;1.29074;1.38658;0.5289;107.78;6.31835;7.0653
12.04.2005;1.1987;0.77616;1.23745;1.29274;1.39121;0.52845;107.695;6.3484;7.0993
13.04.2005;1.19985;0.77534;1.23795;1.2846;1.38007;0.52795;107.305;6.3691;7.09305
14.04.2005;1.2141;0.78076;1.24215;1.29895;1.38812;0.5317;108.225;6.4327;7.1619
15.04.2005;1.2006;0.77337;1.247;1.30064;1.39626;0.52835;107.825;6.36635;7.0962
18.04.2005;1.1884;0.76849;1.24805;1.30455;1.39519;0.5253;107.485;6.30355;7.06895
19.04.2005;1.1812;0.76714;1.23695;1.29811;1.386;0.5213;106.765;6.2953;7.054
20.04.2005;1.1782;0.76529;1.24205;1.28891;1.37363;0.52095;106.865;6.2544;7.031
21.04.2005;1.18255;0.76286;1.2393;1.29107;1.37608;0.52385;106.9;6.2252;7.0101
22.04.2005;1.1816;0.7645;1.2354;1.28049;1.36659;0.522;106.015;6.23625;7.0114
25.04.2005;1.18735;0.77051;1.23665;1.28345;1.37137;0.52315;105.655;6.2748;7.04395
26.04.2005;1.1869;0.77169;1.24525;1.28642;1.38188;0.52465;106.09;6.28235;7.05775
27.04.2005;1.19235;0.77137;1.2497;1.28891;1.38889;0.5249;105.885;6.26435;7.05265
28.04.2005;1.19265;0.77426;1.25235;1.28296;1.37212;0.52445;106.125;6.30395;7.0914
29.04.2005;1.19565;0.77462;1.25915;1.27869;1.365;0.524;104.675;6.2936;7.1248
02.05.2005;1.19785;0.77891;1.25405;1.28329;1.37137;0.52765;105.085;6.33465;7.16845
03.05.2005;1.19885;0.77595;1.25315;1.29257;1.37713;0.5285;105.105;6.3011;7.1383
04.05.2005;1.19225;0.77187;1.2459;1.2846;1.36584;0.52585;104.545;6.26025;7.0796
05.05.2005;1.19315;0.7728;1.2447;1.28;1.35953;0.52535;104.465;6.26685;7.08305
06.05.2005;1.20715;0.77845;1.24235;1.28991;1.36565;0.5268;105.06;6.32105;7.139
09.05.2005;1.2034;0.77964;1.23725;1.29441;1.36883;0.53015;105.645;6.3324;7.15375
10.05.2005;1.20065;0.77649;1.23635;1.28907;1.36668;0.53115;105.545;6.2934;7.14685
11.05.2005;1.20615;0.78037;1.24765;1.29007;1.36883;0.53415;105.83;6.3054;7.19205
12.05.2005;1.2176;0.78663;1.25175;1.30438;1.39034;0.5365;106.87;6.36205;7.24945
13.05.2005;1.22565;0.79073;1.26525;1.31432;1.40518;0.5409;107.32;6.39485;7.28165
16.05.2005;1.22245;0.7923;1.26935;1.32354;1.41673;0.5441;106.81;6.41165;7.31215
17.05.2005;1.2255;0.79161;1.26445;1.32144;1.40934;0.54535;107.515;6.40905;7.28955
18.05.2005;1.2178;0.7913;1.25945;1.31415;1.40115;0.5435;107.015;6.40595;7.2756
19.05.2005;1.2217;0.79242;1.2586;1.31917;1.40499;0.5446;107.67;6.42575;7.28955
20.05.2005;1.23345;0.7971;1.26575;1.32512;1.41273;0.54725;108.16;6.47145;7.31525
23.05.2005;1.23085;0.79482;1.2575;1.31813;1.41083;0.54635;107.655;6.447;7.2911
24.05.2005;1.22905;0.79475;1.25895;1.31242;1.40154;0.54725;107.545;6.4289;7.29435
25.05.2005;1.2265;0.794;1.2635;1.3119;1.40184;0.54595;107.695;6.39605;7.2901
26.05.2005;1.23575;0.79856;1.26665;1.31536;1.40588;0.5494;107.965;6.37375;7.3438
27.05.2005;1.23155;0.79716;1.2545;1.31001;1.39792;0.54795;108.02;6.36335;7.3287
30.05.2005;1.23865;0.80164;1.25595;1.3138;1.40518;0.5484;107.995;6.39;7.3563
31.05.2005;1.24775;0.80988;1.25425;1.32127;1.41774;0.55015;108.525;6.40915;7.40455
01.06.2005;1.2563;0.81546;1.24845;1.33289;1.43154;0.55205;108.675;6.4454;7.45415
02.06.2005;1.25105;0.81407;1.2499;1.3274;1.42898;0.5508;108.265;6.44585;7.4426
03.06.2005;1.25295;0.81476;1.24735;1.32442;1.4301;0.551;107.63;6.43255;7.4449
06.06.2005;1.2492;0.81417;1.24455;1.30523;1.41034;0.54805;106.895;6.4022;7.43895
07.06.2005;1.2455;0.81496;1.24615;1.29946;1.39811;0.54495;106.625;6.40455;7.44025
08.06.2005;1.25435;0.81113;1.25105;1.30336;1.39968;0.5483;107.22;6.4202;7.449
09.06.2005;1.2543;0.82018;1.2563;1.30268;1.40164;0.54905;107.385;6.47445;7.54525
10.06.2005;1.2686;0.82491;1.2517;1.3119;1.41493;0.5494;108.665;6.4708;7.6135
13.06.2005;1.2706;0.83074;1.25575;1.31415;1.41894;0.55345;109.515;6.5241;7.72
14.06.2005;1.27805;0.83019;1.25245;1.3071;1.41153;0.5537;109.48;6.5435;7.6987
15.06.2005;1.2703;0.8258;1.23575;1.30031;1.40292;0.54875;109.195;6.52215;7.6664
16.06.2005;1.27185;0.82751;1.2364;1.29408;1.39801;0.5487;108.915;6.5098;7.67115
17.06.2005;1.2576;0.81763;1.22945;1.28559;1.39315;0.5461;108.525;6.4656;7.52525
20.06.2005;1.2713;0.82393;1.23545;1.28791;1.39597;0.548;109.285;6.4773;7.61115
21.06.2005;1.2661;0.8241;1.23235;1.28213;1.39353;0.5467;108.19;6.4706;7.62085
22.06.2005;1.272;0.82423;1.23425;1.28659;1.39782;0.54895;108.86;6.4923;7.6633
23.06.2005;1.279;0.82977;1.23355;1.29324;1.41463;0.5508;108.905;6.5913;7.7698
24.06.2005;1.275;0.82727;1.23305;1.302;1.41794;0.5481;109.055;6.5716;7.76265
27.06.2005;1.2681;0.82227;1.2288;1.30098;1.41343;0.54665;109.24;6.53285;7.7186
28.06.2005;1.28125;0.82785;1.23235;1.30676;1.4247;0.5509;109.895;6.58305;7.78485
29.06.2005;1.2817;0.8286;1.22765;1.3138;1.43195;0.55335;110.415;6.5501;7.82615
30.06.2005;1.2818;0.826;1.2255;1.31346;1.43688;0.55825;110.805;6.5378;7.80895
01.07.2005;1.2971;0.8356;1.24235;1.33094;1.46789;0.5659;111.75;6.5849;7.9254
04.07.2005;1.30345;0.83988;1.2403;1.33378;1.47156;0.56865;111.605;6.61635;7.9547
05.07.2005;1.30365;0.83981;1.2433;1.34944;1.47973;0.56925;111.695;6.6382;7.9009
06.07.2005;1.3025;0.8384;1.2361;1.35071;1.48467;0.5702;112.17;6.6397;7.87025
07.07.2005;1.29805;0.83672;1.22845;1.35144;1.48688;0.57325;112.015;6.6082;7.87395
08.07.2005;1.2988;0.83798;1.21875;1.35017;1.48743;0.5752;112.255;6.60175;7.9103
11.07.2005;1.28725;0.8286;1.2167;1.33556;1.47091;0.56885;111.785;6.5445;7.8456
12.07.2005;1.2714;0.81971;1.20385;1.32196;1.45868;0.5622;110.795;6.47835;7.72945
13.07.2005;1.28875;0.82696;1.20775;1.33502;1.48677;0.5668;111.855;6.53135;7.75715
14.07.2005;1.29025;0.82621;1.2136;1.33165;1.4828;0.5694;112.355;6.5512;7.76115
15.07.2005;1.2955;0.83039;1.22025;1.33307;1.48368;0.57085;112.22;6.5987;7.8055
18.07.2005;1.2946;0.82929;1.21665;1.32635;1.47438;0.57185;111.915;6.62895;7.79765
19.07.2005;1.2997;0.83399;1.2196;1.33253;1.48291;0.5746;112.705;6.6823;7.85665
20.07.2005;1.28635;0.8324;1.22095;1.32899;1.4871;0.5752;112.885;6.63005;7.8696
21.07.2005;1.2858;0.82512;1.2173;1.30591;1.45719;0.5709;110.31;6.5793;7.8097
22.07.2005;1.298;0.82546;1.2175;1.30659;1.45603;0.5746;111.38;6.57105;7.8009
25.07.2005;1.29585;0.82881;1.21855;1.31001;1.46188;0.5725;111.405;6.56045;7.80625
26.07.2005;1.3;0.83177;1.23005;1.319;1.46456;0.57555;112.555;6.57495;7.8556
27.07.2005;1.29475;0.83067;1.23595;1.32371;1.47048;0.57325;112.395;6.58015;7.8425
28.07.2005;1.28585;0.82757;1.23055;1.31536;1.46092;0.56955;112.135;6.54425;7.7854
29.07.2005;1.28875;0.82328;1.2224;1.31883;1.46563;0.56915;112.55;6.4782;7.7582
01.08.2005;1.27975;0.8191;1.21185;1.3119;1.45985;0.56565;112.245;6.43015;7.70525
02.08.2005;1.27655;0.8191;1.21865;1.30659;1.4538;0.5644;111.4;6.4277;7.67705
03.08.2005;1.26065;0.81192;1.2163;1.29643;1.44718;0.56245;111.055;6.3711;7.6236
04.08.2005;1.25785;0.80844;1.21355;1.29408;1.44571;0.56175;111.225;6.3594;7.54915
05.08.2005;1.26145;0.81054;1.2161;1.30421;1.45127;0.5626;111.895;6.40225;7.57125
08.08.2005;1.26125;0.8087;1.21445;1.30693;1.44279;0.56025;112.165;6.4005;7.548
09.08.2005;1.25945;0.80995;1.2127;1.3157;1.44644;0.55955;111.975;6.40465;7.5711
10.08.2005;1.25635;0.80756;1.21065;1.30727;1.43874;0.55665;110.625;6.37975;7.5422
11.08.2005;1.24565;0.80383;1.20115;1.29157;1.41834;0.55175;109.585;6.33515;7.47695
12.08.2005;1.24755;0.80434;1.19675;1.29425;1.41153;0.55145;109.37;6.34625;7.4848
15.08.2005;1.25455;0.80867;1.19945;1.30166;1.41934;0.5518;109.235;6.4328;7.51955
16.08.2005;1.25495;0.81126;1.19845;1.30166;1.42268;0.55225;109.57;6.454;7.55995
17.08.2005;1.26175;0.81271;1.21365;1.31346;1.42542;0.55365;109.855;6.44035;7.582
18.08.2005;1.27135;0.82139;1.21865;1.32652;1.43719;0.55715;110.54;6.52515;7.6578
19.08.2005;1.27535;0.82349;1.21135;1.33058;1.44144;0.55705;110.495;6.58415;7.7165
22.08.2005;1.27075;0.81749;1.20205;1.32459;1.43544;0.55535;109.765;6.52645;7.66175
23.08.2005;1.27015;0.81944;1.19765;1.32249;1.43318;0.55545;109.955;6.5387;7.6574
24.08.2005;1.2647;0.81609;1.19025;1.32161;1.43236;0.55535;110.17;6.4955;7.618
25.08.2005;1.25715;0.81377;1.19145;1.319;1.43379;0.55465;110.085;6.4524;7.5996
26.08.2005;1.25965;0.81093;1.20015;1.31987;1.43503;0.55565;110.115;6.4368;7.56235
29.08.2005;1.26705;0.81503;1.19935;1.3297;1.44227;0.55685;110.645;6.4432;7.60995
30.08.2005;1.26975;0.82024;1.19155;1.33717;1.45264;0.55985;111.215;6.4957;7.6581
31.08.2005;1.25285;0.81311;1.1885;1.32793;1.44269;0.55445;110.625;6.38875;7.59395
01.09.2005;1.23455;0.80215;1.18315;1.31294;1.42056;0.54505;109.79;6.2664;7.47745
02.09.2005;1.23085;0.79697;1.18965;1.3071;1.41493;0.54285;109.945;6.2126;7.39455
05.09.2005;1.23185;0.79895;1.18975;1.30319;1.40905;0.54205;109.175;6.25395;7.4296
06.09.2005;1.23855;0.80119;1.18975;1.30421;1.41293;0.5428;109.66;6.2691;7.45525
07.09.2005;1.243;0.80337;1.18825;1.30031;1.41603;0.54445;110.045;6.2623;7.4776
08.09.2005;1.2443;0.80564;1.1814;1.2971;1.41884;0.54475;110.515;6.28885;7.51875
09.09.2005;1.24325;0.8046;1.17805;1.29257;1.41353;0.54365;109.7;6.2705;7.5033
12.09.2005;1.2584;0.81403;1.18685;1.2966;1.41975;0.54985;110.38;6.35985;7.5636
13.09.2005;1.26155;0.8145;1.18215;1.30285;1.42562;0.5487;110.715;6.36995;7.597
14.09.2005;1.25745;0.81271;1.18085;1.29761;1.41363;0.54825;110.355;6.3435;7.58255
15.09.2005;1.26755;0.8185;1.18475;1.30404;1.41794;0.55365;110.655;6.37445;7.6355
16.09.2005;1.26965;0.81857;1.17885;1.3054;1.42268;0.5528;111.33;6.3787;7.6454
19.09.2005;1.27875;0.82321;1.1679;1.30421;1.42796;0.55485;111.525;6.4143;7.68745
20.09.2005;1.28185;0.82152;1.1703;1.30014;1.42582;0.55605;111.97;6.39575;7.67205
21.09.2005;1.27025;0.8179;1.16725;1.29828;1.43031;0.55255;111.295;6.381;7.6465
22.09.2005;1.2787;0.82335;1.17335;1.30984;1.4404;0.55835;111.675;6.4149;7.69895
23.09.2005;1.2925;0.82857;1.17085;1.32057;1.45677;0.56215;112.515;6.4559;7.7683
26.09.2005;1.28905;0.83115;1.17235;1.32249;1.45762;0.56195;112.165;6.4998;7.7941
27.09.2005;1.2952;0.83302;1.17805;1.32688;1.4733;0.56595;113.27;6.5182;7.8193
28.09.2005;1.2919;0.83274;1.17425;1.31935;1.45847;0.5655;113.055;6.516;7.8157
29.09.2005;1.29375;0.83254;1.17135;1.31744;1.44718;0.56765;113.06;6.51545;7.7737
30.09.2005;1.2933;0.82943;1.16325;1.30984;1.4431;0.56695;113.5;6.5243;7.72955
03.10.2005;1.30095;0.83967;1.16605;1.31104;1.44634;0.56985;114.125;6.6025;7.8247
04.10.2005;1.30165;0.8377;1.17265;1.31001;1.43926;0.5684;114.28;6.61175;7.79575
05.10.2005;1.2927;0.83651;1.18245;1.32249;1.44258;0.56745;113.875;6.5858;7.7822
06.10.2005;1.2704;0.82416;1.18035;1.32057;1.43647;0.56205;113.185;6.5089;7.68185
07.10.2005;1.2786;0.82539;1.17515;1.32231;1.43709;0.5678;113.83;6.5195;7.7077
10.10.2005;1.28265;0.83025;1.17635;1.3177;1.43277;0.56935;114.105;6.54095;7.7616
11.10.2005;1.28945;0.83365;1.17615;1.32952;1.44446;0.57265;114.495;6.52785;7.78465
12.10.2005;1.28755;0.83136;1.17095;1.32389;1.43462;0.5709;114.365;6.49355;7.7686
13.10.2005;1.28905;0.83801;1.18295;1.33627;1.44749;0.56925;114.545;6.5581;7.883
14.10.2005;1.28535;0.82843;1.18655;1.32758;1.4341;0.5654;114.105;6.4624;7.8256
17.10.2005;1.29245;0.83129;1.17985;1.33342;1.43606;0.57005;114.935;6.4899;7.8694
18.10.2005;1.29795;0.83833;1.17745;1.33752;1.43688;0.57115;115.725;6.54885;7.93055
19.10.2005;1.29475;0.83441;1.17585;1.33485;1.43236;0.56655;115.305;6.5084;7.8921
20.10.2005;1.28775;0.83469;1.17865;1.32899;1.42765;0.56375;115.355;6.4937;7.9122
21.10.2005;1.2923;0.83226;1.18755;1.33627;1.42826;0.5654;115.935;6.48785;7.9131
24.10.2005;1.28745;0.83476;1.18695;1.33396;1.42318;0.56515;115.455;6.52805;7.9711
25.10.2005;1.27615;0.82648;1.1742;1.32231;1.41743;0.5604;114.99;6.4695;7.84975
26.10.2005;1.2833;0.82792;1.1697;1.32635;1.42521;0.56325;115.855;6.46775;7.8705
27.10.2005;1.27345;0.82335;1.17245;1.32022;1.41433;0.56085;115.455;6.43085;7.83215
28.10.2005;1.28075;0.82641;1.17785;1.33431;1.42157;0.5641;115.715;6.45055;7.87715
31.10.2005;1.28895;0.8349;1.18165;1.33896;1.43072;0.5649;116.395;6.50045;7.96365
01.11.2005;1.28845;0.83399;1.1754;1.34075;1.43092;0.5665;116.685;6.4893;7.99925
02.11.2005;1.27865;0.82881;1.179;1.34762;1.4431;0.56295;116.825;6.4612;7.98185
03.11.2005;1.29255;0.83299;1.18145;1.35355;1.45285;0.5648;117.17;6.4992;8.0021
04.11.2005;1.30605;0.84649;1.18275;1.36509;1.46477;0.57125;118.245;6.59625;8.1136
07.11.2005;1.30535;0.84785;1.187;1.36323;1.47156;0.5733;117.64;6.60735;8.1411
08.11.2005;1.31075;0.85045;1.18565;1.3599;1.46574;0.57365;117.245;6.6157;8.1171
09.11.2005;1.31035;0.85226;1.18605;1.36156;1.46252;0.5737;117.565;6.5967;8.1763
10.11.2005;1.31525;0.85132;1.19115;1.36752;1.45486;0.57445;118.225;6.58705;8.19415
11.11.2005;1.3115;0.8543;1.1899;1.36677;1.45719;0.5741;117.885;6.61995;8.16455
14.11.2005;1.31685;0.85459;1.19335;1.37391;1.46724;0.57525;118.765;6.64765;8.17645
15.11.2005;1.31685;0.85664;1.1925;1.36715;1.46124;0.5764;118.88;6.67815;8.24305
16.11.2005;1.32535;0.85745;1.19325;1.36659;1.45847;0.58255;119.135;6.69485;8.24845
17.11.2005;1.31685;0.85277;1.18665;1.36277;1.45497;0.58165;118.725;6.6987;8.1981
18.11.2005;1.315;0.85423;1.1893;1.36491;1.45571;0.58235;119.13;6.7231;8.20955
21.11.2005;1.31955;0.85182;1.18305;1.35805;1.45127;0.58215;118.965;6.7224;8.14895
22.11.2005;1.3112;0.85342;1.1741;1.36082;1.45222;0.58075;118.775;6.70895;8.141
23.11.2005;1.3118;0.84807;1.17205;1.3551;1.44082;0.5801;118.74;6.6765;8.0664
24.11.2005;1.3153;0.84836;1.17185;1.35327;1.43833;0.5804;118.955;6.6844;8.0598
25.11.2005;1.3187;0.85233;1.16935;1.3599;1.43647;0.58325;119.625;6.70655;8.0723
28.11.2005;1.30495;0.84792;1.16785;1.35419;1.42521;0.5778;118.795;6.68925;8.0207
29.11.2005;1.31305;0.85016;1.1688;1.354;1.4247;0.58165;119.625;6.74325;8.08605
30.11.2005;1.31505;0.84821;1.1658;1.35236;1.42298;0.5782;119.815;6.73295;8.0788
01.12.2005;1.3177;0.85375;1.1649;1.3458;1.41955;0.57775;120.515;6.7954;8.10595
02.12.2005;1.31715;0.85525;1.16205;1.33663;1.40115;0.5769;120.545;6.77015;8.0633
05.12.2005;1.3081;0.8503;1.157;1.32934;1.39014;0.57425;120.83;6.69525;8.0264
06.12.2005;1.3059;0.84911;1.15715;1.32564;1.39208;0.5742;120.785;6.75575;7.96725
07.12.2005;1.3136;0.85306;1.1588;1.3377;1.41453;0.57625;121.015;6.75965;8.0213
08.12.2005;1.3002;0.84563;1.1586;1.33236;1.42776;0.5705;120.26;6.70445;7.98595
09.12.2005;1.30265;0.84506;1.15715;1.3297;1.42136;0.56975;120.69;6.69985;7.9665
12.12.2005;1.29065;0.83658;1.15165;1.32301;1.40568;0.56325;119.685;6.6353;7.90605
13.12.2005;1.2939;0.83805;1.15125;1.32459;1.41343;0.56515;119.975;6.6587;7.91155
14.12.2005;1.28195;0.83126;1.15215;1.32319;1.41603;0.5641;117.305;6.6083;7.8431
15.12.2005;1.28885;0.83693;1.15915;1.33824;1.44227;0.5664;116.235;6.65275;7.9188
16.12.2005;1.2897;0.83295;1.1598;1.3449;1.45075;0.56425;115.705;6.6465;7.8789
19.12.2005;1.29285;0.83372;1.16995;1.35017;1.45022;0.56765;116.075;6.67455;7.85505
20.12.2005;1.3079;0.84115;1.1719;1.36509;1.46574;0.5703;117.135;6.7639;7.9184
21.12.2005;1.31365;0.84653;1.16745;1.36286;1.47091;0.57375;117.295;6.81165;7.9771
22.12.2005;1.31185;0.84278;1.16675;1.36893;1.48577;0.5754;116.7;6.7782;7.971
23.12.2005;1.31205;0.84257;1.16585;1.3741;1.48743;0.5765;116.225;6.7795;7.9648
26.12.2005;1.31325;0.84257;1.16865;1.3679;1.47907;0.57685;116.22;6.7795;7.9648
27.12.2005;1.3174;0.84299;1.17315;1.37751;1.48247;0.5789;117.415;6.75655;7.97365
28.12.2005;1.31645;0.83924;1.16535;1.37297;1.47275;0.58255;117.875;6.7496;7.89435
29.12.2005;1.31395;0.84431;1.16445;1.36472;1.46466;0.5799;117.815;6.76755;7.9521
30.12.2005;1.3136;0.84778;1.16255;1.36323;1.46681;0.5809;117.96;6.77125;7.9586
02.01.2006;1.314;0.84778;1.16595;1.36379;1.46735;0.58055;117.95;6.77125;7.9586
03.01.2006;1.29095;0.8349;1.15565;1.35199;1.46306;0.57305;116.195;6.6437;7.81895
04.01.2006;1.2757;0.82723;1.14755;1.33663;1.45085;0.56865;115.985;6.56925;7.7304
05.01.2006;1.27605;0.82696;1.16235;1.33663;1.45529;0.57005;115.895;6.5651;7.71075
06.01.2006;1.27025;0.82328;1.16535;1.3274;1.44561;0.56495;114.42;6.5177;7.66785
09.01.2006;1.2757;0.82812;1.16735;1.32705;1.44144;0.5667;114.28;6.57115;7.7119
10.01.2006;1.2802;0.82853;1.16575;1.33449;1.44227;0.56635;114.32;6.6196;7.7545
11.01.2006;1.27535;0.82655;1.1587;1.32196;1.43369;0.56685;114.14;6.64475;7.7272
12.01.2006;1.28565;0.83067;1.1629;1.33182;1.44175;0.56825;114.295;6.696;7.73825
13.01.2006;1.27665;0.82812;1.1602;1.32652;1.43113;0.56315;114.225;6.6584;7.7131
16.01.2006;1.27905;0.82505;1.15765;1.32617;1.43359;0.5656;114.885;6.65775;7.7078
17.01.2006;1.28015;0.82881;1.1638;1.33111;1.44917;0.5657;115.385;6.7109;7.71265
18.01.2006;1.28055;0.82641;1.17095;1.33717;1.45698;0.56715;115.15;6.73205;7.70775
19.01.2006;1.2836;0.82539;1.16385;1.33735;1.47264;0.56835;115.435;6.71185;7.7112
20.01.2006;1.2762;0.82686;1.15275;1.33878;1.47427;0.56475;115.285;6.6791;7.69365
23.01.2006;1.2564;0.81417;1.14905;1.32829;1.46177;0.55935;114.375;6.55995;7.53795
24.01.2006;1.26025;0.81463;1.15265;1.33076;1.46585;0.5603;114.595;6.5527;7.55725
25.01.2006;1.26415;0.81543;1.14985;1.32564;1.45921;0.5604;115.735;6.54835;7.5544
26.01.2006;1.26925;0.81639;1.1491;1.32793;1.46103;0.56155;116.395;6.58685;7.5514
27.01.2006;1.2841;0.82396;1.14935;1.33076;1.46563;0.5656;117.245;6.6586;7.62045
30.01.2006;1.28695;0.82757;1.1468;1.33609;1.46574;0.5654;117.62;6.72385;7.6447
31.01.2006;1.27805;0.82352;1.1397;1.32022;1.45932;0.56215;117.245;6.65755;7.6151
01.02.2006;1.28955;0.82648;1.1409;1.32749;1.4606;0.56365;118.065;6.6666;7.6438
02.02.2006;1.28525;0.8273;1.1446;1.32652;1.45022;0.5615;118.49;6.64965;7.68665
03.02.2006;1.2945;0.8333;1.14555;1.33467;1.45592;0.56735;118.86;6.69365;7.7326
06.02.2006;1.30155;0.83479;1.1465;1.34871;1.46875;0.57215;119.055;6.7178;7.7705
07.02.2006;1.29785;0.83665;1.1535;1.34508;1.46649;0.57355;118.075;6.73415;7.7827
08.02.2006;1.3004;0.83679;1.14915;1.34944;1.4733;0.57415;118.505;6.72525;7.75095
09.02.2006;1.29915;0.83672;1.14575;1.35199;1.4746;0.5745;118.83;6.7089;7.75335
10.02.2006;1.3073;0.83952;1.15365;1.35621;1.47351;0.57335;117.905;6.78;7.79205
13.02.2006;1.3068;0.83988;1.1559;1.35345;1.47221;0.57415;117.715;6.80975;7.85115
14.02.2006;1.3077;0.84221;1.154;1.35327;1.48291;0.57595;117.45;6.86125;7.85985
15.02.2006;1.31115;0.84044;1.15845;1.3551;1.48192;0.57445;117.88;6.8383;7.83735
16.02.2006;1.31035;0.84143;1.1576;1.35455;1.49399;0.57485;117.605;6.8193;7.89625
17.02.2006;1.3105;0.83882;1.1503;1.35455;1.4997;0.5742;118.16;6.7544;7.8556
20.02.2006;1.3078;0.83707;1.14715;1.34853;1.4922;0.5733;118.25;6.74925;7.83195
21.02.2006;1.30855;0.84037;1.14685;1.35382;1.5132;0.5727;118.705;6.75825;7.8832
